id,edadEmprendedor,sexoEmprendedor,escolaridadEmprendedor,dependientesEconomicos,estadoCivil,familiaAyuda,antiguedadNegocio,horaApertura,horaCierre,giroNegocio,numEmpleados,ventasPromedioDiarias,deseoNegocio,registroVentas,registroContabilidad,altaSAT,usaCredito,tiempoCreditoProveedores,promocionNegocio,latitud,longitud,CategoríaDeseo,,Respuesta Original,Categoría
E00000172,36,M,bachillerato terminado,2,union libre,TRUE,20,6,17,fonda o restaurante/alimentos,2,2500,expansion negocio,en un cuaderno,en un cuaderno,n,FALSE,más de un mes,publicidad exterior|redes sociales (sin pagar),19.69812301,-99.22323805,Expansión y Estructura,,multiplicar,Gestión y Estabilidad
E00000173,60,H,secundaria,3,casado,FALSE,10,9,19,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",1,200,faltar trabajo,no registro,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.68467151,-99.24115949,Operación y Estabilidad,,modernizar remodelar local,Expansión y Estructura
E00000174,53,M,posgrado,2,casado,TRUE,1.5,7,20,comercio minorista de productos terminados,4,250,contar credito mejorar negocio,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|otro,19.67246629,-99.22899776,Inversión y Producto,,metodo eficiente lavar llenar garrafon,Operación y Personal
E00000175,64,M,secundaria,0,casado,TRUE,20,9,20,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,300,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.68631043,-99.26990622,Ventas e Ingresos,,mercancio crecer,Expansión y Estructura
E00000176,29,M,secundaria,2,union libre,FALSE,2,8,20,fonda o restaurante/alimentos,2,300,venta,en un sistema especial,en un sistema especial,o,FALSE,no me dan crédito,publicidad exterior,19.6798243,-99.21819359,Ventas e Ingresos,,mercancio,Inversión y Producto
E00000177,22,M,universidad terminado,0,soltero,TRUE,30,8,21,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",4,200,seguir prosperar negocio,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.691798,-99.22032755,Gestión y Estabilidad,,mercancia reservado,Inversión y Producto
E00000178,60,M,bachillerato terminado,1,casado,TRUE,3.5,11,17,comercio minorista de materias primas,0,150,capital,en un cuaderno,en un cuaderno,n,FALSE,una semana,publicidad exterior,19.67816683,-99.22022243,Inversión y Producto,,mercancia barato,Inversión y Producto
E00000179,39,M,bachillerato terminado,3,union libre,FALSE,0.5,9,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,400,negocio seguir crecer,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,otro,19.69717624,-99.24183476,Infraestructura y Expansión,,mercado transitado persona aumentar venta,Clientes y Promoción
E00000180,57,M,primaria,0,divorciado,TRUE,2,10,16,fonda o restaurante/alimentos,2,700,cliente,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior|volantes,19.7107381,-99.1837016,Clientes y Promoción,,mejorar maquinaria,Inversión y Producto
E00000181,54,M,universidad terminado,4,divorciado,FALSE,4,8,17,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",0,250,cliente,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior|otro,19.69098229,-99.22757858,Clientes y Promoción,,mejorar,Gestión y Estabilidad
E00000182,24,M,universidad terminado,0,casado,TRUE,4,8,19,fonda o restaurante/alimentos,3,400,ubicacion,en un sistema especial,en un sistema especial,o,FALSE,una semana,publicidad exterior,19.69829421,-99.21587863,Infraestructura y Expansión,,mejor economia venta,Ventas e Ingresos
E00000183,30,M,bachillerato terminado,1,soltero,FALSE,6,11,20,fonda o restaurante/alimentos,3,350,abrir sucursal,en un sistema especial,en un sistema especial,o,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.70871232,-99.24963039,Expansión y Estructura,,mejor,Gestión y Estabilidad
E00000184,62,M,secundaria,1,soltero,TRUE,24,11,17,comercio minorista de productos terminados,0,250,solicitar prestamo mejorar negocio,en un cuaderno,en un cuaderno,n,FALSE,más de un mes,publicidad exterior|otro,19.66657417,-99.22616283,Inversión y Producto,,medio transporte,Operación y Personal
E00000185,42,H,posgrado,1,casado,TRUE,8,8,23,comercio minorista de productos terminados,1,7000,sucursal adicional,en un cuaderno,en un cuaderno,s,FALSE,dos semanas,redes sociales (sin pagar),19.48574009,-99.11580371,Expansión y Estructura,,mayor venta malo,Ventas e Ingresos
E00000186,72,H,secundaria,1,casado,FALSE,5,9,18,mecánico,0,1500,problema economico,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.48431882,-99.09393495,Gestión y Estabilidad,,mayor ingreso ampliar el,Ventas e Ingresos
E00000187,50,H,universidad terminado,2,divorciado,TRUE,37,7,18,sastrería,0,200,trabajo,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.48100681,-99.11734009,Operación y Personal,,mayor ingreso,Ventas e Ingresos
E00000188,60,H,bachillerato terminado,2,casado,FALSE,52,7,19,comercio minorista de productos terminados,0,300,vender,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,redes sociales (sin pagar),19.50546859,-99.10504475,Ventas e Ingresos,,mator clientelo,Clientes y Promoción
E00000189,55,M,bachillerato trunco,2,soltero,TRUE,32,10,17,fonda o restaurante/alimentos,0,500,venta,en un cuaderno,en un cuaderno,n,FALSE,dos semanas,publicidad exterior,19.45602279,-99.08075532,Ventas e Ingresos,,marca vender lugar,Clientes y Promoción
E00000190,61,M,universidad trunca,2,casado,TRUE,0.25,8,20,fonda o restaurante/alimentos,0,2000,suficiencia economico,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,redes sociales (sin pagar),19.49163016,-99.11087558,Gestión y Estabilidad,,marca croqueta,Inversión y Producto
E00000191,54,H,bachillerato terminado,4,casado,FALSE,25,9,23,comercio minorista de productos terminados,2,2000,venta,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.49295503,-99.10480174,Ventas e Ingresos,,maquinario,Inversión y Producto
E00000192,50,H,universidad trunca,2,divorciado,TRUE,20,11,20,"consultorios médicos, dentales, veterinarios",0,500,venta,en un cuaderno,en un cuaderno,s,TRUE,no me dan crédito,redes sociales (sin pagar),19.48988292,-99.09426568,Ventas e Ingresos,,maquinaria,Inversión y Producto
E00000193,70,M,universidad terminado,0,viudo,FALSE,10,9,19,comercio minorista de productos terminados,0,500,mejorar venta,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.5159633,-99.10789963,Ventas e Ingresos,,maquina mueble organizar,Inversión y Producto
E00000194,29,H,universidad terminado,0,soltero,FALSE,4,10,19,"servicios  personales(estéticas, spa, uñas, barberías, etc)",2,500,aumentar venta,en excel,en excel,s,TRUE,no me dan crédito,publicidad exterior,19.4905361,-99.14604844,Ventas e Ingresos,,mantenimiento negocio,Operación y Personal
E00000195,47,H,universidad trunca,4,union libre,TRUE,13,8,17,publicidad,0,400,crecimiento venta,en excel,en excel,s,FALSE,dos semanas,redes sociales (sin pagar),19.47411728,-99.08024949,Ventas e Ingresos,,mantengar cliente,Clientes y Promoción
E00000196,42,H,bachillerato trunco,7,casado,TRUE,40,10,18,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",0,300,cliente,no registro,no registro,n,FALSE,más de un mes,publicidad exterior|redes sociales (sin pagar),19.47859388,-99.09070959,Clientes y Promoción,,mantener yo viejo,Gestión y Estabilidad
E00000197,48,H,bachillerato terminado,5,union libre,TRUE,18,10,23,comercio minorista de productos terminados,0,4000,crecimiento venta,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.47514428,-99.09818593,Ventas e Ingresos,,mantener estable,Gestión y Estabilidad
E00000198,63,H,secundaria,0,viudo,FALSE,15,10,18,fonda o restaurante/alimentos,0,2500,seguridad,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.50099467,-99.09785677,Operación y Personal,,mano obra,Operación y Personal
E00000199,65,H,bachillerato terminado,0,casado,FALSE,5,14,22,comercio minorista de productos terminados,0,400,incrementar venta,en un cuaderno,en un cuaderno,s,TRUE,una semana,publicidad exterior,19.48544853,-99.08774093,Ventas e Ingresos,,mala ano durar nieto,Gestión y Estabilidad
E00000200,45,M,bachillerato terminado,3,casado,FALSE,11,11,21,comercio minorista de productos terminados,0,400,local,en excel,en excel,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.482726,-99.09429964,Expansión y Estructura,,lugar amplio crecer negocio,Expansión y Estructura
E00000201,67,H,secundaria,0,viudo,FALSE,10,8,19,café internet,0,,progreso,en un sistema especial,en un sistema especial,s,TRUE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.47217878,-99.10245981,Gestión y Estabilidad,,lugar amplio,Expansión y Estructura
E00000202,74,H,secundaria,4,casado,FALSE,2,8,18,comercio minorista de materias primas,0,500,venta,no registro,no registro,n,FALSE,una semana,publicidad exterior,19.48917311,-99.11231752,Ventas e Ingresos,,lugar,Expansión y Estructura
E00000203,70,H,bachillerato trunco,3,viudo,FALSE,12,10,21,comercio minorista de productos terminados,0,1000,venta,no registro,no registro,s,FALSE,no me dan crédito,publicidad exterior,19.48708814,-99.09385756,Ventas e Ingresos,,local rentar,Expansión y Estructura
E00000204,55,H,bachillerato terminado,1,casado,TRUE,10,11,11,comercio minorista de productos terminados,0,5000,vender,no registro,no registro,n,FALSE,no me dan crédito,otro,19.67079659,-99.08266114,Ventas e Ingresos,,local renta,Expansión y Estructura
E00000205,57,M,secundaria,3,divorciado,FALSE,21,10,5,fonda o restaurante/alimentos,2,3500,amplitud,no registro,no registro,n,FALSE,no me dan crédito,otro,19.67316729,-99.07349618,Expansión y Estructura,,local producto,Inversión y Producto
E00000206,45,H,universidad terminado,3,divorciado,TRUE,0.25,10,7,comercio minorista de productos terminados,2,,ampliar sucursal,en excel,en excel,n,FALSE,no me dan crédito,publicidad exterior|otro,19.64277808,-99.07549588,Expansión y Estructura,,local cliente,Clientes y Promoción
E00000207,43,H,bachillerato trunco,3,casado,TRUE,9,8,5,fonda o restaurante/alimentos,3,3500,regularidad precio precio fijo,no registro,no registro,n,TRUE,una semana,publicidad exterior,19.65176174,-99.08439337,Ventas e Ingresos,,local amplio aumentar venta,Expansión y Estructura
E00000208,31,M,bachillerato terminado,3,casado,FALSE,3,10,6,"consultorios médicos, dentales, veterinarios",2,1500,ganar dinero duermo ampliacion equipo,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar)|volantes,19.66671383,-99.07535796,Inversión y Producto,,llegar cliente negocio,Clientes y Promoción
E00000209,38,M,bachillerato terminado,4,casado,TRUE,11,9,9,"servicios  personales(estéticas, spa, uñas, barberías, etc)",4,300,cliente,en un cuaderno,en un cuaderno,o,FALSE,no contesto,publicidad exterior|otro|volantes,19.64714729,-99.08078705,Clientes y Promoción,,llegar cliente,Clientes y Promoción
E00000210,26,M,secundaria,2,union libre,TRUE,5,11,8,"servicios  personales(estéticas, spa, uñas, barberías, etc)",2,1000,clienta,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.66702446,-99.09088477,Clientes y Promoción,,levante,Gestión y Estabilidad
E00000211,51,M,universidad trunca,1,soltero,TRUE,34,8,8,"servicios  personales(estéticas, spa, uñas, barberías, etc)",6,,crecer trabajo,en excel,en un sistema especial,s,FALSE,una semana,publicidad exterior|redes sociales (sin pagar)|otro|volantes,19.64900993,-99.08804974,Operación y Personal,,lector,Operación y Personal
E00000212,50,H,secundaria,2,union libre,TRUE,4,10,4,comercio minorista de productos terminados,3,10000,delincuencia,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,otro,19.73378813,-99.07502972,Operación y Personal,,invertir lugar producto,Inversión y Producto
E00000213,28,H,universidad terminado,1,casado,FALSE,1,10,9,comercio minorista de productos terminados,2,2000,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.62203057,-99.07724728,Ventas e Ingresos,,invertir insumos bajen,Inversión y Producto
E00000214,55,H,primaria,1,casado,FALSE,6,9,19,purificadora de agua.,2,1500,produccion client,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|otro,19.66987598,-99.06245688,Clientes y Promoción,,invertir,Inversión y Producto
E00000215,53,M,primaria,2,casado,FALSE,6,10,17,brujería,2,200,propiedad accesoria rentar,en un cuaderno,no registro,n,FALSE,no contesto,otro,19.68319496,-99.06036297,Expansión y Estructura,,instalacion,Expansión y Estructura
E00000216,30,M,secundaria,3,union libre,TRUE,9,10,19,reparaciones electrónicas.,2,1500,cliente l,en un cuaderno,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.65438323,-99.07002169,Clientes y Promoción,,ingreso,Ventas e Ingresos
E00000217,26,M,universidad terminado,2,casado,TRUE,0.5,9,20,comercio minorista de productos terminados,1,600,prosperidad,en excel,en excel,n,FALSE,no me dan crédito,publicidad exterior,19.65027383,-99.07191396,Gestión y Estabilidad,,incremento credito proveedor,Inversión y Producto
E00000218,73,H,bachillerato terminado,2,casado,FALSE,15,9,20,comercio minorista de productos terminados,1,1000,venta,no registro,no registro,s,FALSE,no me dan crédito,publicidad exterior,19.68283613,-99.05581249,Ventas e Ingresos,,implementar sistema registro venta automatico,Operación y Personal
E00000219,43,H,universidad terminado,4,union libre,TRUE,7,12,21,comercio minorista de productos terminados,3,2000,incrementar venta,en un cuaderno,en un sistema especial,s,FALSE,dos semanas,publicidad exterior,19.65441889,-99.08644624,Ventas e Ingresos,,hubiera vacacion,Operación y Personal
E00000220,46,H,bachillerato terminado,1,divorciado,FALSE,0.1666,9,18,taller de motocicletas,2,500,cliente,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,redes sociales (sin pagar),19.6596715,-99.07871974,Clientes y Promoción,,hornos,Inversión y Producto
E00000221,38,H,primaria,2,union libre,FALSE,7,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",3,,deseo,en un cuaderno,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.66436093,-99.07405109,Gestión y Estabilidad,,hacer el,Gestión y Estabilidad
E00000222,63,M,primaria,1,divorciado,TRUE,8,9,16,"jarceria, productos de limpieza",1,1500,surtir el,no registro,no registro,n,TRUE,un mes,publicidad exterior|otro,19.64607921,-99.06458969,Inversión y Producto,,haber competencia,Clientes y Promoción
E00000223,33,H,posgrado,1,casado,TRUE,0.2,9,18,comercio minorista de materias primas,2,50,venta cliente,en un cuaderno,en un cuaderno,n,FALSE,un mes,otro,19.62206186,-99.07307621,Ventas e Ingresos,,haber cliente,Clientes y Promoción
E00000224,66,H,primaria,3,casado,TRUE,13,9,19,comercio minorista de materias primas,0,300,surtido venta,no registro,no registro,s,FALSE,no me dan crédito,otro,19.6635859,-99.08312119,Ventas e Ingresos,,haber carro electrico,Operación y Personal
E00000225,42,M,universidad terminado,2,divorciado,FALSE,19,11,18,"consultorios médicos, dentales, veterinarios",1,900,seguir ano,en un cuaderno,en un sistema especial,s,FALSE,dos semanas,redes sociales (sin pagar)|otro,19.68188102,-99.06807638,Gestión y Estabilidad,,gustar convertir el lugar videojuego zona seguro casa,Expansión y Estructura
E00000226,62,H,secundaria,1,casado,TRUE,35,10,22,comercio minorista de productos terminados,0,1000,gobierno prestamo nogocio,no registro,en un sistema especial,s,FALSE,no me dan crédito,otro,19.66329734,-99.07677148,Inversión y Producto,,gobierno prestamo nogocio,Inversión y Producto
E00000227,48,H,secundaria,8,casado,TRUE,5,9,21,comercio minorista de materias primas,2,2000,venta,no registro,no registro,n,FALSE,no me dan crédito,otro,19.67040048,-99.08253642,Ventas e Ingresos,,gente conocer,Clientes y Promoción
E00000228,72,H,universidad trunca,1,viudo,TRUE,34,15,22,fonda o restaurante/alimentos,2,3000,venta,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.66769284,-99.08635996,Ventas e Ingresos,,gente comprar,Clientes y Promoción
E00000229,67,M,universidad trunca,0,casado,TRUE,20,12,23,comercio minorista de productos terminados,1,3000,mayor venta,en un cuaderno,en un cuaderno,n,FALSE,una semana,publicidad exterior|otro,19.65448742,-99.08913707,Ventas e Ingresos,,generar ingreso,Ventas e Ingresos
E00000230,44,M,primaria,2,union libre,TRUE,8,9,19,fonda o restaurante/alimentos,3,1000,negocio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.60473215,-99.26145885,Gestión y Estabilidad,,general empleao sucursal,Operación y Personal
E00000231,25,M,bachillerato terminado,1,soltero,TRUE,5,9,22,comercio minorista de productos terminados,1,3000,empleado encarguir negocio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.6032125,-99.25597091,Operación y Personal,,gastar surtir el,Inversión y Producto
E00000232,60,H,primaria,4,casado,FALSE,10,8,17,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",0,350,cliente,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.59266295,-99.27199877,Clientes y Promoción,,ganar suficiente ayudante abrir local local,Expansión y Estructura
E00000233,30,M,secundaria,2,union libre,TRUE,2,7,23,comercio minorista de productos terminados,0,3000,venta,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.59701876,-99.2659236,Ventas e Ingresos,,ganar dinero duermo ampliacion equipo,Inversión y Producto
E00000234,23,M,secundaria,0,soltero,FALSE,0.4,9,19,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,1000,exito,en un cuaderno,en un cuaderno,s,TRUE,no me dan crédito,publicidad exterior|volantes,19.60430695,-99.26937998,Gestión y Estabilidad,,gana continuar negocio,Gestión y Estabilidad
E00000235,30,H,secundaria,3,union libre,TRUE,0.05,7,18,comercio minorista de materias primas,1,1650,cliente,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.57291968,-99.27608261,Clientes y Promoción,,fruta echar perder,Operación y Personal
E00000236,60,H,bachillerato terminado,1,casado,TRUE,25,7,21,comercio minorista de productos terminados,0,1500,empleado negocio,no registro,no registro,s,FALSE,no contesto,publicidad exterior,19.59345047,-99.26333664,Operación y Personal,,franquicia,Expansión y Estructura
E00000237,65,H,primaria,2,casado,TRUE,20,8,16,comercio minorista de materias primas,0,,venta,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.58818301,-99.27241056,Ventas e Ingresos,,fluidez,Gestión y Estabilidad
E00000238,19,H,bachillerato terminado,2,soltero,TRUE,6,7,22,comercio minorista de productos terminados,2,1000,volver patron,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.62322203,-99.29688381,Operación y Personal,,felicidad,Gestión y Estabilidad
E00000239,38,H,universidad terminado,2,casado,TRUE,7,10,21,café internet,1,,cliente,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.59342251,-99.25278025,Clientes y Promoción,,faltir cliente,Clientes y Promoción
E00000240,35,M,bachillerato terminado,2,union libre,TRUE,2,7,24,comercio minorista de productos terminados,2,,negocio,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.59804586,-99.25861252,Gestión y Estabilidad,,faltar cliente,Clientes y Promoción
E00000241,45,H,bachillerato trunco,2,casado,TRUE,12,7,18,comercio minorista de materias primas,3,14000,equipo trabajo,no registro,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.61134363,-99.26081776,Operación y Estabilidad,,fachada pagado publicidad,Clientes y Promoción
E00000242,28,M,bachillerato terminado,0,soltero,FALSE,2,9,18,comercio minorista de productos terminados,0,3000,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.58912377,-99.27906868,Ventas e Ingresos,,experiencia,Gestión y Estabilidad
E00000243,26,M,bachillerato terminado,1,casado,TRUE,0.4,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,2000,cliente,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.58584291,-99.25591089,Clientes y Promoción,,expansion sucursal,Expansión y Estructura
E00000244,28,H,secundaria,2,union libre,TRUE,3,10,22,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,800,progresar,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.61959772,-99.26423588,Operación y Estabilidad,,expansion negocio,Expansión y Estructura
E00000245,35,M,bachillerato terminado,2,divorciado,TRUE,0.2,9,21,comercio minorista de productos terminados,0,300,producto,en excel,en excel,o,FALSE,no me dan crédito,publicidad exterior,19.56751832,-99.26421761,Inversión y Producto,,expandirnos,Expansión y Estructura
E00000246,30,H,universidad terminado,4,casado,TRUE,2,8,20,comercio minorista de productos terminados,1,,negocio crecer,no registro,no registro,n,FALSE,una semana,publicidad exterior,19.59837107,-99.26268359,Expansión y Estructura,,expandir el vender,Expansión y Estructura
E00000247,28,H,bachillerato terminado,3,casado,TRUE,5,9,24,comercio minorista de productos terminados,5,5000,espacio,en un cuaderno,en un cuaderno,n,TRUE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.61748324,-99.23334536,Expansión y Estructura,,exito promocion,Clientes y Promoción
E00000248,25,M,bachillerato terminado,0,soltero,TRUE,0.1,8,18,fonda o restaurante/alimentos,0,1500,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.58942981,-99.26921165,Ventas e Ingresos,,estar,Gestión y Estabilidad
E00000249,35,H,bachillerato terminado,4,divorciado,TRUE,1,9,20,comercio minorista de materias primas,0,2500,cliente,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.60169504,-99.25550515,Clientes y Promoción,,establecimiento,Expansión y Estructura
E00000250,39,H,secundaria,2,union libre,TRUE,14,8,18,fonda o restaurante/alimentos,2,,bajar cuota luz,en un cuaderno,en un cuaderno,n,FALSE,no contesto,redes sociales (sin pagar),19.25960183,-99.08683337,Operación y Personal,,estabilidad negocio,Gestión y Estabilidad
E00000251,52,H,primaria,2,casado,TRUE,20,7,19,fonda o restaurante/alimentos,2,,alimento perecedero,no registro,no registro,n,FALSE,no contesto,otro,19.23336724,-99.10915896,Inversión y Producto,,estabilidad economico,Gestión y Estabilidad
E00000252,47,H,secundaria,6,casado,TRUE,28,13,23,comercio minorista de materias primas,0,,temporada alto,en un cuaderno,en un cuaderno,o,FALSE,no contesto,otro,19.23948856,-99.08903464,Ventas e Ingresos,,estabilidad cliente,Clientes y Promoción
E00000253,58,M,secundaria,2,casado,FALSE,20,7,21,comercio minorista de materias primas,0,,hubiera vacacion,no registro,no registro,n,FALSE,no contesto,otro,19.24601359,-99.05316304,Operación y Personal,,espacio variedad producto,Inversión y Producto
E00000254,49,H,secundaria,3,casado,TRUE,6,11,20,fonda o restaurante/alimentos,1,,comentario,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.22596589,-99.06803525,Clientes y Promoción,,espacio local,Expansión y Estructura
E00000255,63,H,bachillerato terminado,1,divorciado,FALSE,15,11,17,comercio minorista de materias primas,0,,subir renta,en un cuaderno,en un cuaderno,o,FALSE,no contesto,publicidad exterior,19.25296895,-99.09121521,Operación y Estabilidad,,espacio exhibir,Expansión y Estructura
E00000256,49,H,bachillerato terminado,4,union libre,TRUE,30,9,19,manufacturera,0,,haber competencia,no registro,no registro,n,TRUE,un mes,redes sociales (sin pagar)|otro,19.23224938,-99.04714865,Clientes y Promoción,,espacio dinero,Inversión y Producto
E00000257,27,M,bachillerato terminado,1,soltero,FALSE,7,9,19,comercio minorista de materias primas,0,500,servicio domicilio,en un cuaderno,no registro,o,TRUE,dos semanas,publicidad exterior,19.23781577,-99.09344881,Clientes y Marketing,,equipo mobiliario,Inversión y Producto
E00000258,74,H,primaria,5,casado,TRUE,6,8,20,comercio minorista de materias primas,1,6000,comentario,no registro,no registro,n,FALSE,no contesto,otro,19.27163421,-99.09462157,Clientes y Promoción,,equipo material moderno,Inversión y Producto
E00000259,39,M,bachillerato terminado,1,union libre,FALSE,1,12,20,comercio minorista de materias primas,0,1000,crecer asente,en un cuaderno,no registro,n,TRUE,más de un mes,redes sociales (sin pagar),19.22430696,-99.09897773,Expansión y Estructura,,entrar uber eats,Clientes y Promoción
E00000260,56,H,secundaria,5,casado,TRUE,3,8,20,comercio minorista de materias primas,1,,fruta echar perder,no registro,no registro,n,FALSE,no contesto,otro,19.25746478,-99.08766716,Operación y Personal,,empleado negocio,Operación y Personal
E00000261,43,H,universidad terminado,2,casado,TRUE,8,9,22,comercio minorista de productos terminados,1,2500,seguir captar gente,en un sistema especial,en excel,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.21763606,-99.0786702,Clientes y Promoción,,empleado encarguir negocio,Operación y Personal
E00000262,34,H,bachillerato terminado,0,soltero,TRUE,5,10,18,fonda o restaurante/alimentos,1,1000,querer dona almuerzo comida cena,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior,19.23909804,-99.1067517,Inversión y Producto,,empleado comprometido,Operación y Personal
E00000263,39,H,bachillerato trunco,2,casado,TRUE,12,9,17,comercio minorista de materias primas,1,5500,pagar renta,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior,19.24406094,-99.09293742,Operación y Personal,,empleado,Operación y Personal
E00000264,58,H,secundaria,5,casado,TRUE,20,8,21,comercio minorista de materias primas,2,,vender,no registro,no registro,n,FALSE,no contesto,otro,19.249512,-99.10019783,Ventas e Ingresos,,empezar crecer negocio conocido,Expansión y Estructura
E00000265,46,M,secundaria,2,casado,TRUE,19,11,20,comercio minorista de materias primas,1,2500,alcance mercancio,en un cuaderno,no registro,o,FALSE,no contesto,publicidad exterior,19.24689649,-99.0948241,Inversión y Producto,,empezar crecer negocio,Expansión y Estructura
E00000266,35,M,bachillerato trunco,1,casado,TRUE,8,9,22,comercio minorista de productos terminados,1,,clientela recien cambiar,en un sistema especial,en excel,s,TRUE,no contesto,publicidad exterior,19.2425905,-99.09206112,Clientes y Promoción,,empezar conocer vecindario,Clientes y Promoción
E00000267,38,H,secundaria,3,union libre,TRUE,19,11,23,comercio minorista de productos terminados,1,,cobrar derecho piso,no registro,no registro,n,FALSE,no contesto,otro,19.24376883,-99.07427369,Operación y Personal,,eficacia,Operación y Personal
E00000268,54,H,bachillerato trunco,2,casado,FALSE,16,11,18,comercio minorista de materias primas,0,,bajar cuota luz,en un cuaderno,no registro,o,FALSE,no contesto,volantes,19.2261048,-99.0881019,Operación y Personal,,economia negocio,Gestión y Estabilidad
E00000269,30,M,secundaria,0,soltero,FALSE,10,9,24,comercio minorista de materias primas,1,2000,expandir negocio,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.58015556,-99.03171719,Expansión y Estructura,,echar perder alimento,Operación y Personal
E00000270,31,M,universidad trunca,2,casado,TRUE,6,9,21,comercio minorista de materias primas,0,700,venta generar ingreso,en un sistema especial,en un sistema especial,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.59034488,-99.03626895,Ventas e Ingresos,,durar tiempo,Gestión y Estabilidad
E00000271,37,M,posgrado,3,casado,TRUE,8,9,22,comercio minorista de materias primas,2,500,crecer,en un sistema especial,en un sistema especial,n,FALSE,no me dan crédito,publicidad exterior,19.58175491,-99.03196604,Expansión y Estructura,,durar ano negocio seguir crecer,Gestión y Estabilidad
E00000272,41,M,bachillerato trunco,0,casado,TRUE,5,6,22,comercio minorista de productos terminados,6,4000,espacio,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.58539384,-99.03507078,Expansión y Estructura,,duracion seguridad,Gestión y Estabilidad
